champion,opgg_key,opgg_patch,opgg_region,opgg_rank_tier,position,opgg_tier_raw,opgg_tier_label,opgg_rank,opgg_win_rate,opgg_pick_rate,opgg_ban_rate,opgg_role_rate,data_source,leaguepedia_patch
Hwei,hwei,16.09,global,platinum_plus,SUPPORT,4,Tier 4,39,0.4983139999999999,0.00845567,0.0256302,0.109514,opgg_scraped,26.09
Zac,zac,16.09,global,platinum_plus,JUNGLE,4,Tier 4,39,0.495755,0.0213421,0.00783665,0.722921,opgg_scraped,26.09
Zyra,zyra,16.09,global,platinum_plus,JUNGLE,4,Tier 4,40,0.50727,0.00803857,0.0276722,0.193769,opgg_scraped,26.09
Galio,galio,16.09,global,platinum_plus,SUPPORT,4,Tier 4,40,0.497637,0.00866508,0.0162956,0.164074,opgg_scraped,26.09
Volibear,volibear,16.09,global,platinum_plus,TOP,4,Tier 4,40,0.492556,0.0295601,0.0174404,0.710471,opgg_scraped,26.09
Gwen,gwen,16.09,global,platinum_plus,TOP,4,Tier 4,41,0.495989,0.0229945,0.0276348,0.601601,opgg_scraped,26.09
Shen,shen,16.09,global,platinum_plus,SUPPORT,4,Tier 4,41,0.495398,0.0081089,0.0084393,0.162267,opgg_scraped,26.09
Elise,elise,16.09,global,platinum_plus,JUNGLE,4,Tier 4,41,0.494515,0.0179606,0.010744399999999998,0.721524,opgg_scraped,26.09
Trundle,trundle,16.09,global,platinum_plus,JUNGLE,4,Tier 4,42,0.505748,0.0076368700000000005,0.00396908,0.309369,opgg_scraped,26.09
Cassiopeia,cassiopeia,16.09,global,platinum_plus,MID,4,Tier 4,42,0.490076,0.0163339,0.0167352,0.661365,opgg_scraped,26.09
Vayne,vayne,16.09,global,platinum_plus,TOP,4,Tier 4,42,0.486736,0.0329239,0.118478,0.34902,opgg_scraped,26.09
Camille,camille,16.09,global,platinum_plus,SUPPORT,4,Tier 4,42,0.48395200000000005,0.0132265,0.0085835,0.341433,opgg_scraped,26.09
Cho'Gath,chogath,16.09,global,platinum_plus,MID,4,Tier 4,43,0.509257,0.00605819,0.00711359,0.161866,opgg_scraped,26.09
Volibear,volibear,16.09,global,platinum_plus,JUNGLE,4,Tier 4,43,0.498686,0.011074499999999998,0.0172395,0.270958,opgg_scraped,26.09
LeBlanc,leblanc,16.09,global,platinum_plus,SUPPORT,4,Tier 4,43,0.494513,0.00680165,0.12395399999999998,0.145716,opgg_scraped,26.09
Gnar,gnar,16.09,global,platinum_plus,TOP,4,Tier 4,43,0.488582,0.0318328,0.0105556,0.983119,opgg_scraped,26.09
Gragas,gragas,16.09,global,platinum_plus,TOP,4,Tier 4,44,0.49443799999999993,0.020926,0.00609807,0.592073,opgg_scraped,26.09
Teemo,teemo,16.09,global,platinum_plus,SUPPORT,4,Tier 4,44,0.490537,0.00632633,0.12314,0.0826628,opgg_scraped,26.09
Aurelion Sol,aurelionsol,16.09,global,platinum_plus,MID,4,Tier 4,44,0.485478,0.0172988,0.0071432200000000005,0.688666,opgg_scraped,26.09
Ziggs,ziggs,16.09,global,platinum_plus,MID,4,Tier 4,45,0.49825699999999995,0.00866707,0.00587749,0.287997,opgg_scraped,26.09
Fiddlesticks,fiddlesticks,16.09,global,platinum_plus,SUPPORT,4,Tier 4,45,0.49335999999999997,0.00550321,0.010380099999999998,0.17614,opgg_scraped,26.09
Ambessa,ambessa,16.09,global,platinum_plus,TOP,4,Tier 4,45,0.488777,0.0270598,0.0577136,0.60032,opgg_scraped,26.09
Poppy,poppy,16.09,global,platinum_plus,TOP,4,Tier 4,46,0.503008,0.0113998,0.023697,0.321536,opgg_scraped,26.09
Ryze,ryze,16.09,global,platinum_plus,MID,4,Tier 4,46,0.4707239999999999,0.027937599999999996,0.00652212,0.790992,opgg_scraped,26.09
Kennen,kennen,16.09,global,platinum_plus,TOP,4,Tier 4,47,0.49774700000000005,0.0149902,0.0107615,0.731287,opgg_scraped,26.09
Taliyah,taliyah,16.09,global,platinum_plus,MID,4,Tier 4,47,0.488063,0.0119699,0.00267925,0.616074,opgg_scraped,26.09
Naafiri,naafiri,16.09,global,platinum_plus,TOP,4,Tier 4,48,0.501335,0.007781399999999999,0.309026,0.0750237,opgg_scraped,26.09
Mel,mel,16.09,global,platinum_plus,MID,4,Tier 4,48,0.454976,0.0336245,0.24699400000000002,0.46991,opgg_scraped,26.09
Vladimir,vladimir,16.09,global,platinum_plus,TOP,4,Tier 4,49,0.495323,0.0142768,0.0620376,0.217697,opgg_scraped,26.09
Orianna,orianna,16.09,global,platinum_plus,MID,4,Tier 4,49,0.463753,0.0268314,0.00613119,0.953377,opgg_scraped,26.09
Jayce,jayce,16.09,global,platinum_plus,MID,4,Tier 4,50,0.488564,0.00763561,0.048075200000000005,0.10134,opgg_scraped,26.09
K'Sante,ksante,16.09,global,platinum_plus,TOP,4,Tier 4,50,0.475758,0.0446464,0.0308351,0.955434,opgg_scraped,26.09
Anivia,anivia,16.09,global,platinum_plus,TOP,4,Tier 4,51,0.505331,0.0074073,0.0321589,0.181178,opgg_scraped,26.09
Vladimir,vladimir,16.09,global,platinum_plus,ADC,5,Tier 5,36,0.506517,0.00505562,0.0598916,0.0796327,opgg_scraped,26.09
Kalista,kalista,16.09,global,platinum_plus,ADC,5,Tier 5,37,0.480691,0.0157599,0.00265798,0.888801,opgg_scraped,26.09
Mel,mel,16.09,global,platinum_plus,ADC,5,Tier 5,38,0.473153,0.0135552,0.24492900000000004,0.192884,opgg_scraped,26.09
Corki,corki,16.09,global,platinum_plus,ADC,5,Tier 5,39,0.475721,0.0122334,0.0028489799999999997,0.847008,opgg_scraped,26.09
Taliyah,taliyah,16.09,global,platinum_plus,JUNGLE,5,Tier 5,44,0.507529,0.00528793,0.00257309,0.273084,opgg_scraped,26.09
Jayce,jayce,16.09,global,platinum_plus,JUNGLE,5,Tier 5,45,0.486326,0.020063,0.0483393,0.267178,opgg_scraped,26.09
Gragas,gragas,16.09,global,platinum_plus,JUNGLE,5,Tier 5,46,0.502681,0.00704479,0.005826639999999999,0.202905,opgg_scraped,26.09
Anivia,anivia,16.09,global,platinum_plus,SUPPORT,5,Tier 5,46,0.477256,0.00652952,0.032152,0.160094,opgg_scraped,26.09
Quinn,quinn,16.09,global,platinum_plus,JUNGLE,5,Tier 5,47,0.487687,0.0179494,0.0125796,0.577495,opgg_scraped,26.09
Zoe,zoe,16.09,global,platinum_plus,SUPPORT,5,Tier 5,47,0.472391,0.00784766,0.0400867,0.21432,opgg_scraped,26.09
Skarner,skarner,16.09,global,platinum_plus,JUNGLE,5,Tier 5,48,0.49613300000000005,0.010229300000000002,0.00261358,0.636,opgg_scraped,26.09
Mel,mel,16.09,global,platinum_plus,SUPPORT,5,Tier 5,48,0.43137000000000003,0.0238135,0.246517,0.328824,opgg_scraped,26.09
Rengar,rengar,16.09,global,platinum_plus,JUNGLE,5,Tier 5,49,0.472586,0.0383181,0.063056,0.904438,opgg_scraped,26.09
Ashe,ashe,16.09,global,platinum_plus,SUPPORT,5,Tier 5,49,0.441342,0.00995004,0.078194,0.0739252,opgg_scraped,26.09
Teemo,teemo,16.09,global,platinum_plus,JUNGLE,5,Tier 5,50,0.496449,0.00689983,0.12363399999999998,0.0915556,opgg_scraped,26.09
Fizz,fizz,16.09,global,platinum_plus,JUNGLE,5,Tier 5,51,0.497635,0.00604335,0.0946469,0.0857108,opgg_scraped,26.09
Xin Zhao,xinzhao,16.09,global,platinum_plus,MID,5,Tier 5,51,0.48031199999999996,0.00807708,0.0525419,0.119782,opgg_scraped,26.09
Cassiopeia,cassiopeia,16.09,global,platinum_plus,TOP,5,Tier 5,52,0.506201,0.00590724,0.016073,0.235759,opgg_scraped,26.09
Karthus,karthus,16.09,global,platinum_plus,JUNGLE,5,Tier 5,52,0.487539,0.0129233,0.00955657,0.615151,opgg_scraped,26.09
Azir,azir,16.09,global,platinum_plus,MID,5,Tier 5,52,0.462281,0.0153772,0.00292834,0.917803,opgg_scraped,26.09
Poppy,poppy,16.09,global,platinum_plus,JUNGLE,5,Tier 5,53,0.49994900000000003,0.00503629,0.0229951,0.144603,opgg_scraped,26.09
Trundle,trundle,16.09,global,platinum_plus,TOP,5,Tier 5,53,0.48670699999999995,0.0161822,0.00407278,0.643963,opgg_scraped,26.09
Nunu & Willump,nunu,16.09,global,platinum_plus,MID,5,Tier 5,53,0.48491,0.00500624,0.005662080000000001,0.191584,opgg_scraped,26.09
Lissandra,lissandra,16.09,global,platinum_plus,TOP,5,Tier 5,54,0.502554,0.006000759999999999,0.028519699999999995,0.104854,opgg_scraped,26.09
Gwen,gwen,16.09,global,platinum_plus,JUNGLE,5,Tier 5,54,0.4909220000000001,0.00877102,0.0271275,0.233599,opgg_scraped,26.09
Tristana,tristana,16.09,global,platinum_plus,MID,5,Tier 5,54,0.466443,0.00655498,0.020496,0.0870609,opgg_scraped,26.09
Malphite,malphite,16.09,global,platinum_plus,JUNGLE,5,Tier 5,55,0.482821,0.00934422,0.18551599999999996,0.0985455,opgg_scraped,26.09
Rumble,rumble,16.09,global,platinum_plus,TOP,5,Tier 5,55,0.477582,0.0194691,0.010320000000000001,0.836515,opgg_scraped,26.09
Smolder,smolder,16.09,global,platinum_plus,MID,5,Tier 5,55,0.45306,0.00802484,0.123878,0.0936676,opgg_scraped,26.09
Malzahar,malzahar,16.09,global,platinum_plus,TOP,5,Tier 5,56,0.49467800000000006,0.00615093,0.130831,0.0785545,opgg_scraped,26.09
Ambessa,ambessa,16.09,global,platinum_plus,JUNGLE,5,Tier 5,56,0.477582,0.0150384,0.0575645,0.339623,opgg_scraped,26.09
Dr. Mundo,drmundo,16.09,global,platinum_plus,JUNGLE,5,Tier 5,57,0.493236,0.00532008,0.0342314,0.121939,opgg_scraped,26.09
Xin Zhao,xinzhao,16.09,global,platinum_plus,TOP,5,Tier 5,57,0.4748820000000001,0.0172624,0.0535246,0.252332,opgg_scraped,26.09
Ryze,ryze,16.09,global,platinum_plus,TOP,5,Tier 5,58,0.488667,0.00701449,0.00629943,0.195754,opgg_scraped,26.09
Pantheon,pantheon,16.09,global,platinum_plus,JUNGLE,5,Tier 5,58,0.479285,0.011051100000000001,0.0209863,0.141027,opgg_scraped,26.09
Varus,varus,16.09,global,platinum_plus,TOP,5,Tier 5,59,0.47884,0.01159,0.0347633,0.205273,opgg_scraped,26.09
Zed,zed,16.09,global,platinum_plus,JUNGLE,5,Tier 5,59,0.462868,0.0212033,0.256254,0.208932,opgg_scraped,26.09
Aurora,aurora,16.09,global,platinum_plus,TOP,5,Tier 5,60,0.486973,0.00548429,0.0179067,0.169615,opgg_scraped,26.09
Qiyana,qiyana,16.09,global,platinum_plus,JUNGLE,5,Tier 5,60,0.469972,0.00882206,0.0120034,0.281815,opgg_scraped,26.09
Master Yi,masteryi,16.09,global,platinum_plus,TOP,5,Tier 5,61,0.47614000000000006,0.00837322,0.160478,0.100849,opgg_scraped,26.09
Udyr,udyr,16.09,global,platinum_plus,TOP,5,Tier 5,62,0.484829,0.00575396,0.00865158,0.214687,opgg_scraped,26.09
Senna,senna,16.10,global,platinum_plus,ADC,0,OP,1,0.545813,0.170228,0.189716,0.702253,opgg_scraped,26.10
Fizz,fizz,16.10,global,platinum_plus,MID,1,Tier 1,1,0.521124,0.0622372,0.0990809,0.879708,opgg_scraped,26.10
Garen,garen,16.10,global,platinum_plus,TOP,1,Tier 1,1,0.517491,0.0898312,0.0805031,0.929271,opgg_scraped,26.10
Nocturne,nocturne,16.10,global,platinum_plus,JUNGLE,1,Tier 1,1,0.515918,0.075452,0.172065,0.976593,opgg_scraped,26.10
Thresh,thresh,16.10,global,platinum_plus,SUPPORT,1,Tier 1,1,0.515733,0.130501,0.0719557,0.995906,opgg_scraped,26.10
Xerath,xerath,16.10,global,platinum_plus,MID,1,Tier 1,2,0.519995,0.0517914,0.102009,0.532265,opgg_scraped,26.10
Seraphine,seraphine,16.10,global,platinum_plus,SUPPORT,1,Tier 1,2,0.518185,0.11261499999999999,0.0881068,0.869587,opgg_scraped,26.10
Briar,briar,16.10,global,platinum_plus,JUNGLE,1,Tier 1,2,0.516859,0.0536025,0.11006,0.896677,opgg_scraped,26.10
Jinx,jinx,16.10,global,platinum_plus,ADC,1,Tier 1,2,0.515271,0.118196,0.0283623,0.995788,opgg_scraped,26.10
Malphite,malphite,16.10,global,platinum_plus,TOP,1,Tier 1,2,0.511718,0.0718112,0.18876400000000002,0.74396,opgg_scraped,26.10
Senna,senna,16.10,global,platinum_plus,SUPPORT,1,Tier 1,3,0.521374,0.0721575,0.189695,0.288866,opgg_scraped,26.10
Shyvana,shyvana,16.10,global,platinum_plus,JUNGLE,1,Tier 1,3,0.519639,0.0461836,0.0596615,0.954834,opgg_scraped,26.10
Sett,sett,16.10,global,platinum_plus,TOP,1,Tier 1,3,0.513651,0.0555521,0.027550399999999996,0.92223,opgg_scraped,26.10
Ahri,ahri,16.10,global,platinum_plus,MID,1,Tier 1,3,0.508061,0.096989,0.0395817,0.963079,opgg_scraped,26.10
Ashe,ashe,16.10,global,platinum_plus,ADC,1,Tier 1,3,0.504139,0.11885300000000001,0.0801349,0.90997,opgg_scraped,26.10
Warwick,warwick,16.10,global,platinum_plus,JUNGLE,1,Tier 1,4,0.520711,0.0406629,0.0279105,0.739058,opgg_scraped,26.10
Leona,leona,16.10,global,platinum_plus,SUPPORT,1,Tier 1,4,0.519937,0.08232520000000002,0.08664920000000001,0.995144,opgg_scraped,26.10
Sylas,sylas,16.10,global,platinum_plus,MID,1,Tier 1,4,0.506619,0.0849176,0.161041,0.46576,opgg_scraped,26.10
Caitlyn,caitlyn,16.10,global,platinum_plus,ADC,1,Tier 1,4,0.490502,0.17120999999999997,0.231518,0.982502,opgg_scraped,26.10
Wukong,monkeyking,16.10,global,platinum_plus,JUNGLE,1,Tier 1,5,0.518059,0.0485719,0.0148718,0.784801,opgg_scraped,26.10
Syndra,syndra,16.10,global,platinum_plus,MID,1,Tier 1,5,0.514503,0.0669551,0.036596,0.921311,opgg_scraped,26.10
Jhin,jhin,16.10,global,platinum_plus,ADC,1,Tier 1,5,0.49349,0.154656,0.0171992,0.976393,opgg_scraped,26.10
Nasus,nasus,16.10,global,platinum_plus,JUNGLE,1,Tier 1,6,0.527592,0.0211716,0.0460108,0.362259,opgg_scraped,26.10
Viktor,viktor,16.10,global,platinum_plus,MID,1,Tier 1,6,0.504124,0.0907874,0.10028100000000001,0.937316,opgg_scraped,26.10
Katarina,katarina,16.10,global,platinum_plus,MID,1,Tier 1,7,0.506418,0.0701862,0.10564400000000002,0.902068,opgg_scraped,26.10
Naafiri,naafiri,16.10,global,platinum_plus,JUNGLE,1,Tier 1,7,0.506001,0.0651952,0.315894,0.63987,opgg_scraped,26.10
Diana,diana,16.10,global,platinum_plus,MID,1,Tier 1,8,0.514288,0.0452718,0.0634156,0.468817,opgg_scraped,26.10
Kayn,kayn,16.10,global,platinum_plus,JUNGLE,1,Tier 1,8,0.50401,0.08382640000000001,0.0580686,0.949839,opgg_scraped,26.10
Vladimir,vladimir,16.10,global,platinum_plus,MID,1,Tier 1,9,0.514658,0.04533580000000001,0.0625603,0.70134,opgg_scraped,26.10
Graves,graves,16.10,global,platinum_plus,JUNGLE,1,Tier 1,9,0.496738,0.11266899999999999,0.127412,0.970072,opgg_scraped,26.10
Malzahar,malzahar,16.10,global,platinum_plus,MID,1,Tier 1,10,0.504725,0.0675215,0.136374,0.874862,opgg_scraped,26.10
Master Yi,masteryi,16.10,global,platinum_plus,JUNGLE,1,Tier 1,10,0.503148,0.0697139,0.165707,0.854743,opgg_scraped,26.10
Hwei,hwei,16.10,global,platinum_plus,MID,1,Tier 1,11,0.50905,0.0562784,0.0260175,0.737705,opgg_scraped,26.10
Sylas,sylas,16.10,global,platinum_plus,JUNGLE,1,Tier 1,11,0.499759,0.0731321,0.161049,0.402478,opgg_scraped,26.10
Teemo,teemo,16.10,global,platinum_plus,TOP,2,Tier 2,4,0.509966,0.0528123,0.126845,0.688408,opgg_scraped,26.10
Ornn,ornn,16.10,global,platinum_plus,TOP,2,Tier 2,5,0.516767,0.0387044,0.007387849999999999,0.952655,opgg_scraped,26.10
Nautilus,nautilus,16.10,global,platinum_plus,SUPPORT,2,Tier 2,5,0.501009,0.104311,0.145208,0.976704,opgg_scraped,26.10
Brand,brand,16.10,global,platinum_plus,ADC,2,Tier 2,6,0.524344,0.0290194,0.128433,0.308811,opgg_scraped,26.10
Kayle,kayle,16.10,global,platinum_plus,TOP,2,Tier 2,6,0.519738,0.0267455,0.0245562,0.830186,opgg_scraped,26.10
Milio,milio,16.10,global,platinum_plus,SUPPORT,2,Tier 2,6,0.509278,0.0576824,0.0420197,0.998618,opgg_scraped,26.10
Seraphine,seraphine,16.10,global,platinum_plus,ADC,2,Tier 2,7,0.539904,0.0138153,0.0869703,0.109932,opgg_scraped,26.10
Bard,bard,16.10,global,platinum_plus,SUPPORT,2,Tier 2,7,0.506913,0.0614865,0.0292643,0.99531,opgg_scraped,26.10
Sion,sion,16.10,global,platinum_plus,TOP,2,Tier 2,7,0.50596,0.0550575,0.0148828,0.765523,opgg_scraped,26.10
Braum,braum,16.10,global,platinum_plus,SUPPORT,2,Tier 2,8,0.514104,0.0425215,0.0494372,0.997786,opgg_scraped,26.10
Smolder,smolder,16.10,global,platinum_plus,ADC,2,Tier 2,8,0.503409,0.0712635,0.12631,0.846936,opgg_scraped,26.10
Aatrox,aatrox,16.10,global,platinum_plus,TOP,2,Tier 2,8,0.502584,0.0626466,0.0818516,0.769588,opgg_scraped,26.10
Shen,shen,16.10,global,platinum_plus,TOP,2,Tier 2,9,0.512728,0.0364343,0.00871171,0.727328,opgg_scraped,26.10
Blitzcrank,blitzcrank,16.10,global,platinum_plus,SUPPORT,2,Tier 2,9,0.506125,0.0564031,0.12496800000000001,0.992611,opgg_scraped,26.10
Tristana,tristana,16.10,global,platinum_plus,ADC,2,Tier 2,9,0.504722,0.0660922,0.0213189,0.893784,opgg_scraped,26.10
Soraka,soraka,16.10,global,platinum_plus,SUPPORT,2,Tier 2,10,0.51032,0.048216999999999996,0.0222488,0.976045,opgg_scraped,26.10
Yone,yone,16.10,global,platinum_plus,TOP,2,Tier 2,10,0.498489,0.0697905,0.0700874,0.509118,opgg_scraped,26.10
Miss Fortune,missfortune,16.10,global,platinum_plus,ADC,2,Tier 2,10,0.498327,0.0783372,0.0146389,0.956822,opgg_scraped,26.10
Twitch,twitch,16.10,global,platinum_plus,ADC,2,Tier 2,11,0.506579,0.0493882,0.05986890000000001,0.86126,opgg_scraped,26.10
Darius,darius,16.10,global,platinum_plus,TOP,2,Tier 2,11,0.497749,0.0715519,0.144007,0.883157,opgg_scraped,26.10
Lux,lux,16.10,global,platinum_plus,SUPPORT,2,Tier 2,11,0.496657,0.0817893,0.054404,0.618073,opgg_scraped,26.10
Naafiri,naafiri,16.10,global,platinum_plus,MID,2,Tier 2,12,0.51413,0.027926899999999998,0.315434,0.273168,opgg_scraped,26.10
Dr. Mundo,drmundo,16.10,global,platinum_plus,TOP,2,Tier 2,12,0.510666,0.0373883,0.0354424,0.841829,opgg_scraped,26.10
Jarvan IV,jarvaniv,16.10,global,platinum_plus,JUNGLE,2,Tier 2,12,0.50449,0.0614405,0.0127197,0.914661,opgg_scraped,26.10
Nami,nami,16.10,global,platinum_plus,SUPPORT,2,Tier 2,12,0.49709699999999996,0.076863,0.014842,0.998949,opgg_scraped,26.10
Rell,rell,16.10,global,platinum_plus,SUPPORT,2,Tier 2,13,0.514903,0.0321018,0.00964946,0.991293,opgg_scraped,26.10
Jax,jax,16.10,global,platinum_plus,TOP,2,Tier 2,13,0.501466,0.0579485,0.109794,0.69149,opgg_scraped,26.10
Viego,viego,16.10,global,platinum_plus,JUNGLE,2,Tier 2,13,0.495749,0.0965292,0.08218149999999999,0.964986,opgg_scraped,26.10
Zed,zed,16.10,global,platinum_plus,MID,2,Tier 2,13,0.495258,0.0745764,0.25816,0.732378,opgg_scraped,26.10
Rek'Sai,reksai,16.10,global,platinum_plus,JUNGLE,2,Tier 2,14,0.517913,0.0233935,0.0212961,0.913989,opgg_scraped,26.10
Veigar,veigar,16.10,global,platinum_plus,MID,2,Tier 2,14,0.51206,0.04089400000000001,0.015218,0.716363,opgg_scraped,26.10
Gangplank,gangplank,16.10,global,platinum_plus,TOP,2,Tier 2,14,0.503737,0.0522132,0.052916,0.919068,opgg_scraped,26.10
Pyke,pyke,16.10,global,platinum_plus,SUPPORT,2,Tier 2,14,0.496577,0.0659426,0.22068,0.985888,opgg_scraped,26.10
Rammus,rammus,16.10,global,platinum_plus,JUNGLE,2,Tier 2,15,0.519424,0.0207725,0.0485624,0.904679,opgg_scraped,26.10
Singed,singed,16.10,global,platinum_plus,TOP,2,Tier 2,15,0.51709,0.0243533,0.00967955,0.834208,opgg_scraped,26.10
Lissandra,lissandra,16.10,global,platinum_plus,MID,2,Tier 2,15,0.50817,0.04757949999999999,0.030619,0.843459,opgg_scraped,26.10
Lulu,lulu,16.10,global,platinum_plus,SUPPORT,2,Tier 2,15,0.494041,0.08107139999999999,0.0719178,0.990432,opgg_scraped,26.10
Tryndamere,tryndamere,16.10,global,platinum_plus,TOP,2,Tier 2,16,0.510293,0.0340239,0.0252062,0.817136,opgg_scraped,26.10
Lux,lux,16.10,global,platinum_plus,MID,2,Tier 2,16,0.508578,0.0420622,0.0543575,0.321702,opgg_scraped,26.10
Brand,brand,16.10,global,platinum_plus,SUPPORT,2,Tier 2,16,0.504916,0.0430191,0.128753,0.444239,opgg_scraped,26.10
Shaco,shaco,16.10,global,platinum_plus,JUNGLE,2,Tier 2,16,0.503561,0.0508774,0.214973,0.759133,opgg_scraped,26.10
Vex,vex,16.10,global,platinum_plus,MID,2,Tier 2,17,0.519261,0.0274409,0.0334168,0.945808,opgg_scraped,26.10
Urgot,urgot,16.10,global,platinum_plus,TOP,2,Tier 2,17,0.514673,0.0249835,0.00891153,0.950294,opgg_scraped,26.10
Morgana,morgana,16.10,global,platinum_plus,SUPPORT,2,Tier 2,17,0.501314,0.051271,0.186942,0.852134,opgg_scraped,26.10
Lee Sin,leesin,16.10,global,platinum_plus,JUNGLE,2,Tier 2,17,0.487945,0.128287,0.18154,0.955861,opgg_scraped,26.10
Twisted Fate,twistedfate,16.10,global,platinum_plus,MID,2,Tier 2,18,0.506959,0.0481285,0.00882864,0.862661,opgg_scraped,26.10
Diana,diana,16.10,global,platinum_plus,JUNGLE,2,Tier 2,18,0.502795,0.04893990000000001,0.0634587,0.50852,opgg_scraped,26.10
Irelia,irelia,16.10,global,platinum_plus,TOP,2,Tier 2,18,0.502598,0.041401099999999996,0.134765,0.548772,opgg_scraped,26.10
Illaoi,illaoi,16.10,global,platinum_plus,TOP,2,Tier 2,19,0.509332,0.029399500000000002,0.0546117,0.965003,opgg_scraped,26.10
Vi,vi,16.10,global,platinum_plus,JUNGLE,2,Tier 2,19,0.501889,0.05417829999999999,0.0139397,0.93675,opgg_scraped,26.10
Akali,akali,16.10,global,platinum_plus,MID,2,Tier 2,19,0.493401,0.0619309,0.178067,0.696479,opgg_scraped,26.10
Olaf,olaf,16.10,global,platinum_plus,TOP,2,Tier 2,20,0.512158,0.023611800000000002,0.023689,0.835411,opgg_scraped,26.10
Ekko,ekko,16.10,global,platinum_plus,JUNGLE,2,Tier 2,20,0.50469,0.0387458,0.0183749,0.526261,opgg_scraped,26.10
Yasuo,yasuo,16.10,global,platinum_plus,MID,2,Tier 2,20,0.486524,0.0762731,0.169952,0.649762,opgg_scraped,26.10
Ekko,ekko,16.10,global,platinum_plus,MID,2,Tier 2,21,0.506463,0.0324906,0.0183627,0.43981,opgg_scraped,26.10
Mordekaiser,mordekaiser,16.10,global,platinum_plus,TOP,2,Tier 2,21,0.496928,0.0510779,0.0879188,0.902517,opgg_scraped,26.10
Yorick,yorick,16.10,global,platinum_plus,TOP,2,Tier 2,22,0.499355,0.04391949999999999,0.0924258,0.921577,opgg_scraped,26.10
Yone,yone,16.10,global,platinum_plus,MID,2,Tier 2,22,0.48686599999999997,0.0646704,0.0700842,0.478624,opgg_scraped,26.10
Warwick,warwick,16.10,global,platinum_plus,TOP,2,Tier 2,23,0.519884,0.013954200000000002,0.0275474,0.249142,opgg_scraped,26.10
Annie,annie,16.10,global,platinum_plus,MID,2,Tier 2,23,0.510554,0.0232925,0.00748996,0.826323,opgg_scraped,26.10
Renekton,renekton,16.10,global,platinum_plus,TOP,2,Tier 2,24,0.497695,0.046444200000000005,0.0355946,0.944265,opgg_scraped,26.10
Kai'Sa,kaisa,16.10,global,platinum_plus,ADC,3,Tier 3,12,0.4829510000000001,0.117658,0.0135693,0.965394,opgg_scraped,26.10
Ezreal,ezreal,16.10,global,platinum_plus,ADC,3,Tier 3,13,0.47229999999999994,0.15859,0.0717267,0.944531,opgg_scraped,26.10
Vayne,vayne,16.10,global,platinum_plus,ADC,3,Tier 3,14,0.495924,0.0564548,0.11867999999999998,0.618212,opgg_scraped,26.10
Xayah,xayah,16.10,global,platinum_plus,ADC,3,Tier 3,15,0.508559,0.0357605,0.00479795,0.993974,opgg_scraped,26.10
Samira,samira,16.10,global,platinum_plus,ADC,3,Tier 3,16,0.500179,0.0491865,0.0723718,0.989266,opgg_scraped,26.10
Lucian,lucian,16.10,global,platinum_plus,ADC,3,Tier 3,17,0.487203,0.0764484,0.0258697,0.967823,opgg_scraped,26.10
Veigar,veigar,16.10,global,platinum_plus,ADC,3,Tier 3,18,0.532591,0.00966155,0.0147985,0.172326,opgg_scraped,26.10
Vel'Koz,velkoz,16.10,global,platinum_plus,SUPPORT,3,Tier 3,18,0.506565,0.0394389,0.019425,0.644172,opgg_scraped,26.10
Hwei,hwei,16.10,global,platinum_plus,ADC,3,Tier 3,19,0.529375,0.010402500000000002,0.0253955,0.138838,opgg_scraped,26.10
Zilean,zilean,16.10,global,platinum_plus,SUPPORT,3,Tier 3,19,0.515994,0.0241925,0.0102136,0.861491,opgg_scraped,26.10
Janna,janna,16.10,global,platinum_plus,SUPPORT,3,Tier 3,20,0.511895,0.0285631,0.00496906,0.990242,opgg_scraped,26.10
Sivir,sivir,16.10,global,platinum_plus,ADC,3,Tier 3,20,0.496871,0.043000699999999996,0.017527,0.989926,opgg_scraped,26.10
Swain,swain,16.10,global,platinum_plus,ADC,3,Tier 3,21,0.527315,0.010625299999999999,0.0251838,0.199762,opgg_scraped,26.10
Talon,talon,16.10,global,platinum_plus,JUNGLE,3,Tier 3,21,0.49977199999999994,0.0447402,0.0637961,0.667083,opgg_scraped,26.10
Karma,karma,16.10,global,platinum_plus,SUPPORT,3,Tier 3,21,0.49223599999999995,0.0710026,0.0524546,0.952653,opgg_scraped,26.10
Kog'Maw,kogmaw,16.10,global,platinum_plus,ADC,3,Tier 3,22,0.517325,0.0167372,0.00355369,0.803181,opgg_scraped,26.10
Bel'Veth,belveth,16.10,global,platinum_plus,JUNGLE,3,Tier 3,22,0.512811,0.0195225,0.0252509,0.952889,opgg_scraped,26.10
Tahm Kench,tahmkench,16.10,global,platinum_plus,SUPPORT,3,Tier 3,22,0.508593,0.030611600000000003,0.0306136,0.548108,opgg_scraped,26.10
Taric,taric,16.10,global,platinum_plus,SUPPORT,3,Tier 3,23,0.527371,0.0123852,0.0029635,0.954614,opgg_scraped,26.10
Nilah,nilah,16.10,global,platinum_plus,ADC,3,Tier 3,23,0.523393,0.012471299999999998,0.0203329,0.98773,opgg_scraped,26.10
Fiddlesticks,fiddlesticks,16.10,global,platinum_plus,JUNGLE,3,Tier 3,23,0.510404,0.020801599999999996,0.0109396,0.676123,opgg_scraped,26.10
Gwen,gwen,16.10,global,platinum_plus,MID,3,Tier 3,24,0.533166,0.005929640000000001,0.024859399999999997,0.157391,opgg_scraped,26.10
